"1","category","DE","option","PropertyValueDesc","0","0","0","PropertyDesc"
"2","category","DE","option","Abholung Laser-Line","0","121","1512","Versand-Sonderkonditionen"
"3","category","DE","option","Kurier Laser-Line","0","121","1513","Versand-Sonderkonditionen"
"4","category","DE","option","Zustellung bis 10 Uhr","0","121","1514","Versand-Sonderkonditionen"
"5","category","DE","option","Zustellung bis 12 Uhr","0","121","1515","Versand-Sonderkonditionen"
"6","category","DE","option","Teilversand","0","121","1561","Versand-Sonderkonditionen"
"7","category","DE","option","Außenseite","0","43","10","Veredelungsseite"
"8","category","DE","option","85x55mm","0","9","11","B/H Format"
"9","category","DE","option","Hardcover","0","6","12","Produktgruppe"
"10","category","DE","option","einzeln eingeschweißt","0","45","31","Verarbeitungsart"
"11","category","DE","option","2mm Buchbindekarton","0","77","38","Einband Umschlag"
"12","category","DE","option","Gerade","0","78","40","Buch Rücken"
"13","category","DE","option","Rund","0","78","58","Buch Rücken"
"14","category","DE","option","ohne","0","79","59","Vor und Nachsatzpapier"
"15","category","DE","option","ohne","0","124","1200","Versandkonfektionierung"
"16","category","DE","option","120 g/m² Offsetpapier weiß","0","79","166","Vor und Nachsatzpapier"
"17","category","DE","option","120 g/m² Vorsatzpapier schwarz","0","79","167","Vor und Nachsatzpapier"
"18","category","DE","option","120 g/m² Vorsatzpapier gerippt hochweiß","0","79","168","Vor und Nachsatzpapier"
"19","category","DE","option","ohne","0","81","169","Kapitalband"
"20","category","DE","option","weiß","0","81","170","Kapitalband"
"21","category","DE","option","rot","0","81","171","Kapitalband"
"22","category","DE","option","blau","0","81","172","Kapitalband"
"23","category","DE","option","schwarz","0","81","173","Kapitalband"
"24","category","DE","option","Standard (18 Arbeitstage)","0","1","318","Produktionszeit"
"25","category","DE","option","Standard (19 Arbeitstage)","0","1","319","Produktionszeit"
"26","category","DE","option","100 Blatt","0","10","320","Seite"
"27","category","DE","option","Standard (17 Arbeitstage)","0","1","419","Produktionszeit"
"28","category","DE","option","Standard (20 Arbeitstage)","0","1","420","Produktionszeit"
"29","category","DE","option","Standard (13 Arbeitstage)","0","1","421","Produktionszeit"
"30","category","DE","option","Standard (16 Arbeitstage)","0","1","422","Produktionszeit"
"31","category","DE","option","Haftnotizen im Softcover","0","6","811","Produktgruppe"
"32","category","DE","option","ohne Fenster","0","76","818","Fensterposition"
"33","category","DE","option","250g/m² Chromosulfatkarton weiß","0","36","824","Papier Umschlag"
"34","category","DE","option","Klebespur oben","0","45","874","Verarbeitungsart"
"35","category","DE","option","Klebespur links","0","45","875","Verarbeitungsart"
"36","category","DE","option","72x100mm","0","9","876","B/H Format"
"37","category","DE","option","72 x 100 mm hoch","0","83","381","B/H Format2"
"38","category","DE","option","280 x 315 mm","0","9","878","B/H Format"
"39","category","DE","option","Fenster Links","0","76","879","Fensterposition"
"40","category","DE","option","Fenster Rechts","0","76","880","Fensterposition"
"41","category","DE","option","DIN C-Lang (220 x 110 mm) Querformat","0","9","881","B/H Format"
"42","category","DE","option","70g/m² Offsetpapier weiß","0","8","882","Papier / Material"
"43","category","DE","option","70g/m² Offsetpapier weiß","0","85","383","Papier2"
"44","category","DE","option","70g/m² Offsetpapier weiß","0","90","390","Papier1"
"45","category","DE","option","Kopföffnung mit Klebespur oben","0","45","883","Verarbeitungsart"
"46","category","DE","option","Kopföffnung mit Klebespur links","0","45","884","Verarbeitungsart"
"47","category","DE","option","Buchöffnung mit Klebespur oben","0","45","885","Verarbeitungsart"
"48","category","DE","option","Buchöffnung mit Klebespur links","0","45","886","Verarbeitungsart"
"49","category","DE","option","90x90mm","0","9","887","B/H Format"
"50","category","DE","option","DIN-A4","0","9","890","B/H Format"
"51","category","DE","option","DIN-A5","0","9","891","B/H Format"
"52","category","DE","option","DIN-A6","0","9","898","B/H Format"
"53","category","DE","option","DIN-A7","0","9","936","B/H Format"
"54","category","DE","option","DIN-A8","0","9","944","B/H Format"
"55","category","DE","option","DIN-Lang","0","9","945","B/H Format"
"56","category","DE","option","90 µm PVC-Folie transparent","0","8","946","Papier / Material"
"57","category","DE","option","70 g/m² Haftpapier","0","8","955","Papier / Material"
"58","category","DE","option","Standard (11 Arbeitstage)","0","1","979","Produktionszeit"
"59","category","DE","option","Standard (9 Arbeitstage)","0","1","980","Produktionszeit"
"60","category","DE","option","SampleBox (24,95 €)","0","51","177","DruckmusterTyp"
"61","category","DE","option","Produktkatalog (kostenfrei)","0","51","176","DruckmusterTyp"
"62","category","DE","option","Flyer","0","6","1","Produktgruppe"
"63","category","DE","option","Folder","0","6","2","Produktgruppe"
"64","category","DE","option","Brosch. mit Umschlag","0","6","305","Produktgruppe"
"65","category","DE","option","Brosch. ohne Umschlag","0","6","306","Produktgruppe"
"66","category","DE","option","Plakate","0","6","4","Produktgruppe"
"67","category","DE","option","Postkarten","0","6","5","Produktgruppe"
"68","category","DE","option","Visitenkarten DE","0","6","6","Produktgruppe"
"69","category","DE","option","Briefpapier","0","6","7","Produktgruppe"
"70","category","DE","option","DVD-Cover","0","6","13","Produktgruppe"
"71","category","DE","option","Wandkalender (Digital)","0","6","14","Produktgruppe"
"72","category","DE","option","Brosch., Faltumschlag vorn","0","6","309","Produktgruppe"
"73","category","DE","option","CD-Cover","0","6","17","Produktgruppe"
"74","category","DE","option","CD/DVD-Booklet klappbar","0","6","16","Produktgruppe"
"75","category","DE","option","CD/DVD-Booklet ohne Umschlag","0","6","300","Produktgruppe"
"76","category","DE","option","CD/DVD-Booklet mit Umschlag","0","6","301","Produktgruppe"
"77","category","DE","option","CD/DVD-Booklet, Faltumschlag vorn","0","6","303","Produktgruppe"
"78","category","DE","option","Terminkarten","0","6","20","Produktgruppe"
"79","category","DE","option","Taschenkalender","0","6","19","Produktgruppe"
"80","category","DE","option","Bonuskarten","0","6","21","Produktgruppe"
"81","category","DE","option","Grußkarten","0","6","22","Produktgruppe"
"82","category","DE","option","Poster","0","6","23","Produktgruppe"
"83","category","DE","option","Tischkalender (Digital)","0","6","18","Produktgruppe"
"84","category","DE","option","Brosch., Faltumschlag hinten","0","6","308","Produktgruppe"
"85","category","DE","option","CD/DVD-Booklet, Faltumschlag hinten","0","6","302","Produktgruppe"
"86","category","DE","option","1/0-farbig (HKS)","0","7","68","Farbigkeit"
"87","category","DE","option","1/0-farbig (schwarz)","0","7","69","Farbigkeit"
"88","category","DE","option","1/0-farbig (schwarz)","0","37","30","Farbigkeit Umschlag"
"89","category","DE","option","1/1-farbig (HKS)","0","7","70","Farbigkeit"
"90","category","DE","option","1/1-farbig (HKS)","0","37","293","Farbigkeit Umschlag"
"91","category","DE","option","1/1-farbig (schwarz)","0","37","267","Farbigkeit Umschlag"
"92","category","DE","option","1/1-farbig (schwarz)","0","7","71","Farbigkeit"
"93","category","DE","option","2/0-farbig (schwarz + HKS)","0","7","73","Farbigkeit"
"94","category","DE","option","2/2-farbig (schwarz + HKS)","0","7","75","Farbigkeit"
"95","category","DE","option","2/2-farbig (schwarz + HKS)","0","37","294","Farbigkeit Umschlag"
"96","category","DE","option","4/0-farbig Euroskala","0","7","76","Farbigkeit"
"97","category","DE","option","4/0-farbig Euroskala","0","86","384","Farbigkeit2"
"98","category","DE","option","4/0-farbig Euroskala","0","89","389","Farbigkeit1"
"99","category","DE","option","4/0-farbig Euroskala","0","37","813","Farbigkeit Umschlag"
"100","category","DE","option","4/4-farbig Euroskala","0","7","78","Farbigkeit"
"101","category","DE","option","4/4-farbig Euroskala","0","37","266","Farbigkeit Umschlag"
"102","category","DE","option","80g/m² Offsetpapier","0","8","89","Papier / Material"
"103","category","DE","option","80g/m² Neonpapier gelb","0","8","90","Papier / Material"
"104","category","DE","option","80g/m² Neonpapier grün","0","8","91","Papier / Material"
"105","category","DE","option","80g/m² Neonpapier rot","0","8","92","Papier / Material"
"106","category","DE","option","90g/m² Bilderdruck matt","0","8","93","Papier / Material"
"107","category","DE","option","90g/m² Offsetpapier","0","8","94","Papier / Material"
"108","category","DE","option","100g/m² Offsetpapier","0","8","95","Papier / Material"
"109","category","DE","option","115g/m² Affichenpapier","0","8","96","Papier / Material"
"110","category","DE","option","135g/m² Bilderdruck glanz","0","8","97","Papier / Material"
"111","category","DE","option","135g/m² Bilderdruck glanz","0","36","295","Papier Umschlag"
"112","category","DE","option","135g/m² Bilderdruck matt","0","36","296","Papier Umschlag"
"113","category","DE","option","135g/m² Bilderdruck matt","0","8","98","Papier / Material"
"114","category","DE","option","170g/m² Bilderdruck glanz","0","8","99","Papier / Material"
"115","category","DE","option","170g/m² Bilderdruck glanz","0","36","268","Papier Umschlag"
"116","category","DE","option","170g/m² Bilderdruck matt","0","36","269","Papier Umschlag"
"117","category","DE","option","170g/m² Bilderdruck matt","0","8","100","Papier / Material"
"118","category","DE","option","250g/m² Bilderdruck glanz","0","8","101","Papier / Material"
"119","category","DE","option","250g/m² Bilderdruck glanz","0","36","270","Papier Umschlag"
"120","category","DE","option","250g/m² Bilderdruck matt","0","36","271","Papier Umschlag"
"121","category","DE","option","250g/m² Bilderdruck matt","0","8","102","Papier / Material"
"122","category","DE","option","300g/m² Bilderdruck glanz","0","8","103","Papier / Material"
"123","category","DE","option","300g/m² Bilderdruck glanz","0","36","272","Papier Umschlag"
"124","category","DE","option","300g/m² Bilderdruck matt","0","36","273","Papier Umschlag"
"125","category","DE","option","300g/m² Bilderdruck matt","0","8","104","Papier / Material"
"126","category","DE","option","DIN-A1 (841x594mm) quer","0","9","43","B/H Format"
"127","category","DE","option","DIN-A1 (594x841mm) hoch","0","9","42","B/H Format"
"128","category","DE","option","DIN-A2 (594x420mm) quer","0","9","45","B/H Format"
"129","category","DE","option","DIN-A2 (420x594mm) hoch","0","9","44","B/H Format"
